礁溪鄉,房地(土地+建物),公園段121~150地號,19.26,其他,,,1011128,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.56,0,0,1,無,無,9100000,87872,,0.0,0,,RPWUMLOLPHIFFBG86CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.26,其他,,,1020426,土地1建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.56,0,0,1,無,無,9200000,88837,,0.0,0,,RPQVMLOLPHIFFBG98CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.26,其他,,,1011007,土地1建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.56,0,0,1,無,無,10000000,96562,,0.0,0,,RPRVMLOLPHIFFBG09CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.26,其他,,,1010903,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.56,0,0,1,無,無,10580000,102163,,0.0,0,,RPSVMLOLPHIFFBG56CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.26,其他,,,1010807,土地1建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.56,0,0,1,無,無,10700000,103322,,0.0,0,,RPUVMLOLPHIFFBG76CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.26,其他,,,1010903,土地1建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.56,0,0,1,無,無,12150000,117323,,0.0,0,,RPVVMLOLPHIFFBG86CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,15.71,其他,,,1011125,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,85.4,0,0,1,無,無,8880000,103981,,0.0,0,,RPWVMLOLPHIFFBG96CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,15.71,其他,,,1020114,土地1建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,85.4,0,0,1,無,無,10350000,121194,,0.0,0,,RPXVMLOLPHIFFBG07CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,15.69,其他,,,1020112,土地1建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,85.48,0,0,1,無,無,10050000,117571,,0.0,0,,RPQWMLOLPHIFFBG09CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.44,其他,,,1011216,土地1建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,104.47,0,0,1,無,無,10000000,95721,,0.0,0,,RPSWMLOLPHIFFBG66CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.44,其他,,,1020111,土地1建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,104.47,0,0,1,無,無,12000000,114866,,0.0,0,,RPTWMLOLPHIFFBG76CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.44,其他,,,1020105,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,104.47,0,0,1,無,無,12600000,120609,,0.0,0,,RPUWMLOLPHIFFBG86CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.22,其他,,,1011104,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.38,0,0,1,無,無,9300000,89959,,0.0,0,,RPWWMLOLPHIFFBG07CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.22,其他,,,1020223,土地1建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.38,0,0,1,無,無,9750000,94312,,0.0,0,,RPXWMLOLPHIFFBG17CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.22,其他,,,1011027,土地1建物1車位0,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.38,0,0,1,無,無,9750000,94312,,0.0,0,,RPONNLOLPHIFFBG08CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.22,其他,,,1020223,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.38,0,0,1,無,無,10470000,101277,,0.0,0,,RPPNNLOLPHIFFBG18CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.22,其他,,,1020312,土地1建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.38,0,0,1,無,無,10700000,103502,,0.0,0,,RPQNNLOLPHIFFBG28CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.22,其他,,,1020324,土地1建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.38,0,0,1,無,無,10900000,105436,,0.0,0,,RPRNNLOLPHIFFBG38CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.22,其他,,,1020324,土地1建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.38,0,0,1,無,無,11100000,107371,,0.0,0,,RPSNNLOLPHIFFBG48CB,宜兰县,6,41.78,预售屋买卖
礁溪鄉,房地(土地+建物),公園段121~150地號,19.22,其他,,,1020222,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.38,0,0,1,無,無,11150000,107855,,0.0,0,,RPUNNLOLPHIFFBG68CB,宜兰县,6,41.78,预售屋买卖
